개방자치단체코드,관리번호,인허가일자,소재지전화,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),영업상태명,상세영업상태명,소재지전체주소,병원번호,사업장명,공지,웹사이트 링크,"제로페이, 주차",병원 소개
3140000,314000001019960001,1995.6.15,226546183,서울특별시 양천구 목동동로10길 6 (신정동),8014,188498.8896,446254.4703,영업/정상,정상,서울특별시 양천구 신정동 294-62번지,45,노아동물병원,"목동 반석 교회 옆 목동 14단지 부근.  수술에 의해 점심시간이 딜레이 될 수 있습니다(전화)

",https://www.instagram.com/noa_animal_hospital,"제로페이, 주차","영업시간 월~금 9:30AM ~ 7:00PM (진료 접수는 6:30PM까지) 토, 공휴일 9:30AM ~ 3:30PM (진료 접수는 3:00PM까지) 미용 예약은 전화문의 수술 예약 최소 3일 전 전화로 예약 호텔 가능"
3140000,314000001019970002,1997.3.20,2607-0022,서울특별시 양천구 오목로 45 (신월동),7930,186019.5568,446684.7216,영업/정상,정상,서울특별시 양천구 신월동 444-11,46,양천종합동물병원,"남부순환로: 목동오거리방향으로 우회전후 2번째 사거리 신호전 좌축편에 위치.
목동에서 오실때 : 신정역에서 직진, 사거리 지나서 양강초교 지나서 첫번째 사거리 지나면 위치.
신정네거리역에서 오실때 : 청기와 주유소 사거리에서 우회전후 내려오셔서 신호등에서 좌회전 하시면 바로 위치함.
신월1동쪽에서 오실때 : 신월차도 육교 지나서 신강초교 지나서 첫번째 사거리에서 우회전하시면 바로 위치함",https://www.instagram.com/vet0022/,주차,"남자중성화, 여자 중성화수술,종양제거수술 슬개골탈구 수술, 골절수술 애견분양, 애견미용"
3110000,311000001020050004,2005.8.16,306-8575,"서울특별시 은평구 증산로 267, 103호 (증산동)",3500,191719.6419,453281.9651,영업/정상,정상,서울특별시 은평구 증산동 174-6 103호,47,한수동물병원,,,,
3110000,311000001020060001,2006.1.26,354-0975,서울특별시 은평구 연서로 137 (구산동),3412,192584.6394,456538.9227,영업/정상,정상,서울특별시 은평구 구산동 1-1번지,48,로얄동물병원,지하철6호선 구산역 3번출구 예일여고방향출구로 나오면 바로 앞에 있습니다. 주차장위치는 사진참고해주세요. 주차1시간 무료주차. 영진빌딩주차장 네비검색하시면 됩니다.,https://blog.naver.com/royalpet1004,https://blog.naver.com/royalpet1004,"은평구 구산동 6호선 구산역앞에 위치한 로얄동물병원 입니다. 로얄동물병원은 은평구 최고의 의료서비스 및 미용, 호텔 등 부대 서비스 제공을 목표로 개원하였습니다. 저희 병원에서는 내 가족과 같은 반려동물이 최상의 의료 서비스를 제공받을 수 있도록 최선을 다하고 있습니다. 사람과 반려동물이 더불어 행복한 병원을 목표로 정직하고 정확한 최상의 병원이 되도록 노력하겠습니다. - 이용시간 안내 - 1. 일반진료 : 오전09시 - 밤10시 2. 미용실 이용 : 오전10시 - 밤6시전화예약필수)"
3210000,321000001020060001,2006.2.21,596-1175,"서울특별시 서초구 서초대로 325 (서초동,지상1층)",,201436.6463,443641.2975,영업/정상,정상,서울특별시 서초구 서초동 1690-2번지 지상1층,49,교대동물병원,교대역 4번 출구 80m 거리 위치.,https://blog.naver.com/kyodaeah,,
3140000,314000001020020002,2002.5.3,2649-0774,서울특별시 양천구 등촌로 16 (목동),7966,187920.9605,447697.3416,영업/정상,정상,서울특별시 양천구 목동 805-1,50,필동물종합병원,목동역 3번 출구에서 도보로 10분 거리입니다. 목동 사거리 (구)하이마트와 홍익병원 목동관 사이에 위치하고 있습니다.  진료접수는 영업종료시간 15분 전까지 마감합니다,,"제로페이, 주차","목동 필동물병원은 2002년도에 개원한 곳입니다. 수의사로서 투철한 사명감, 책임감 그리고 반려동물에 대한 깊은 애정을 바탕으로 지금껏 본원을 운영해 왔습니다. 보호자분들의 사랑스러운 반려동물이 아프다면 본원을 통해서 건강을 회복할 수 있도록 최선을 다할 것입니다. 저희는 반려동물의 진료에 필요한 수술 및 진료장비를 충분히 갖추고 있으며, 앞으로 목동 필동물병원을 찾아주시는 보호자님들 그리고 반려동물 모두와 함께 행복을 함께 나누고자 합니다! 감사합니다!"
3210000,321000001020110003,2011.12.8,02-3476-3535,서울특별시 서초구 사평대로45길 10-25 (반포동),6544,201162.735,444940.18,영업/정상,정상,서울특별시 서초구 반포동 20-51 베리스타운102/108호,51,반포자이동물병원,반포자이아파트 중앙 중심상가 1층에 있습니다. [ 자이안센터 옆 ]. 공휴일 정상 진료 10:00  18:00,https://blog.naver.com/bxiah,주차,수의사를 비롯한 모든 직원이 반려동물을 키우고 있습니다. 내원하는 모든 반려동물들을 본인의 반려동물이라 생각하고 최선을 다해 진료하겠습니다.
3210000,321000001020120001,2012.3.19,02-574-0511,"서울특별시 서초구 헌릉로8길 10-12, 1층 3호 (신원동, 힐스테이트서초잰트리스)",6798,204997.1628,439329.1695,영업/정상,정상,서울특별시 서초구 신원동 412-5번지 힐스테이트서초잰트리스 103호,52,하나동물병원,"청계산입구역 도보 15분 내곡동, 신원동 부근",https://blog.naver.com/hanaah80,주차,내곡동에 위치한 하나동물병원입니다.
3140000,314000001020090005,2009.12.17,2645-7588,"서울특별시 양천구 목동서로 77, 현대월드타워 160호 (목동)",7983,189151.208,448200.0677,영업/정상,정상,서울특별시 양천구 목동 907번지 현대월드타워 160호,53,가나종합동물병원,,,제로페이,"가나 종합 동물병원은 동물들의 행복을 최우선으로 생각하고 있습니다.

지속적인 시설의 업그레이드와 연구하고 노력하는 수의사들로 이루어진 병원이며 야간응급 진료도 가능합니다.

생명존중, 책임의식으로 여러분의 반려동물이 평생 편안한 삶을 누릴 수 있도록 항상 최선을 다하고 끊임없이 노력하겠습니다."
3110000,311000001020170001,2017.3.8,02-356-9475,"서울특별시 은평구 통일로 796, 상가동 지하2층 128호, 지하1층 228호 (불광동, 북한산 힐스테이트7차)",3357,193457.6985,457135.2177,영업/정상,정상,"서울특별시 은평구 불광동 643 북한산 힐스테이트7차, 상가동 지하2층 128호, 지하1층 228호",54,담은동물병원,,https://blog.naver.com/dameunamc,제로페이,"담은 동물병원은 보호자에게 미소를 담은 반려동물에게 정성을 담은 진료비에 양심을 담은 진료를 하겠습니다. 담은 동물병원은 미소 정성 양심을 담은 진료를 통해 보호자님들과 반려동물에게 믿음을 드리겠습니다. 최고 보다는 항상 진심을 다한 최선의 진료를 위해 Digital x-ray, 혈액 검사장비, 초음파 장비 등 2차 병원급의 장비를 도입하였습니다. 항상 방문하시기 편한 문턱이 낮은 병원이 되도록 노력하겠습니다."
3140000,314000001020030006,2003.4.22,2697-7576,"서울특별시 양천구 오목로 198-1 (신정동,1층)",,187507.5025,447012.9668,영업/정상,정상,서울특별시 양천구 신정동 987-3 1층,55,신정 동물병원,,,제로페이,
3140000,314000001020030007,2003.4.24,2642-8653,"서울특별시 양천구 등촌로 172, 등촌빌딩 A동 102호 (목동)",7951,187788.8226,449204.6352,영업/정상,정상,서울특별시 양천구 목동 657-21번지 등촌빌딩,56,토론토동물병원,,,제로페이,
3030000,303000001020180002,2018.7.6,02-466-8215,"서울특별시 성동구 왕십리로 16 (성수동1가, 트리마제)",4773,203911.5131,448508.756,영업/정상,정상,서울특별시 성동구 성수동1가 718번지 트리마제,57,달링동물병원,성수동 트리마제 아파트 대로변 상가에 위치했습니다.,https://www.instagram.com/darlingvetclin,"제로페이, 주차, 지역화폐 (카드형), 지역화폐 (모바일형), 간편결제",예약진료를 우선으로 진료하고있습니다. 미용예약은 전화예약 부탁드립니다. :)
3010000,301000001020160002,2016.2.11,02-2232-7975,"서울특별시 중구 퇴계로 447, 1층 131호 (황학동, 황학 아크로타워)",4575,201866.0395,451543.3378,영업/정상,정상,서울특별시 중구 황학동 2523 황학 아크로타워,58,바른동물병원,"서울 지하철 2,6호선 2번출구 직진 100m 좌측 황학아크로 타워 1층",,"제로페이, 주차","동물과 사람이 함께하는 바른동물병원 입니다. 저희 바른동물병원은 각종 수술 및 진료를 위한 최신의 장비와 프로토콜을 구축하고 있으며 정직하고 정확한 진료로 반려동물의 건강을 책임지겠습니다. 접수 마감은 병원 운영시간 마감 1시간 전 입니다 (오후 8시 마감 시 7시에 접수 마감) 주차는 황학 아크로타워 지하에 가능하며, 주차장 입구는 병원을 바라보고 좌측 구석에 있습니다. 병원이용 시 무료 주차권을 드립니다"
3110000,311000001019990002,1999.5.8,02-306-0158,"서울특별시 은평구 가좌로 239, 2층 (응암동, 스타이루)",3484,192509.1149,454279.7008,영업/정상,정상,서울특별시 은평구 응암동 589-12번지 2층,59,오거리동물병원,,,"제로페이, 주차","병원 진료시간 외 응급진료 가능합니다.
전화 주세요"
3110000,311000001020000001,2000.3.21,382-7582,서울특별시 은평구 은평로 208 (응암동),3472,193814.0712,455415.9791,영업/정상,정상,서울특별시 은평구 응암동 74-14번지,60,LOVE MY PET 동물병원,,,"제로페이, 주차",
3210000,321000001020130001,2013.2.28,577-6125,"서울특별시 서초구 매헌로 16, 지하1층 (양재동, 이마트 양재점)",6771,203204.7556,440136.7812,영업/정상,정상,서울특별시 서초구 양재동 215번지 이마트 양재점 지하1층,61,이리온 양재점,이마트 주차장에 주차하시고 한층만 무빙워크 따라 올라오세요. 몰리스펫샵안에 있습니다,,주차,
3210000,321000001020130002,2013.3.7,592-0202,"서울특별시 서초구 서초중앙로 224, 129호 (반포동)",6599,201100.601,444376.5329,영업/정상,정상,서울특별시 서초구 반포동 1341,62,꿈꾸는 동물병원,화요일에만 야간 영업 (21시까지),,"제로페이, 주차",
3210000,321000001020130003,2013.3.27,2058-1882,서울특별시 서초구 바우뫼로 211 (양재동),6740,203615.7106,442081.7738,영업/정상,정상,서울특별시 서초구 양재동 4-14,63,에이블동물병원,,http://www.ableah.com/,제로페이,
3030000,303000001020160006,2016.11.22,02-468-7975,"서울특별시 성동구 성수일로 33, 1층 (성수동1가, 정인숙보습학원)",4779,204278.3649,449042.484,영업/정상,정상,서울특별시 성동구 성수동1가 22-28번지 1층,64,포레동물병원,"경동초교 건너편 뚝섬역 5번출구에서 300여미터 우리은행 성수점 옆,  치료중인 반려동물과 외부업무에 따라 달라질 수 있습니다",,"제로페이, 주차, 지역화폐 (모바일형)","- 진료 예약만 가능 - 원하시는 시간 48시간 전에 예약 부탁드립니다. 안녕하세요. 서울숲에 위치한 포레동물병원은 우리의 친구들-반려동물과 함께 살아가기 위한 작은 공간입니다. 따뜻함과 배려를 담아 진료하며, 행복을 위해 노력하겠습니다. 감사합니다. 더 충실하고 좋은 서비스를 해드리기 위해 예약이 꼭 필요합니다. 진료는 화~금 AM 10시~ PM 7시 토, 공휴일 AM 10시~PM 3시 월,일요일 휴무로 운영 중이며, 부득이한 사정이 있는 경우 예약 주시면 조금은 탄력적으로 운영하려 합니다."
3210000,321000001019990002,1999.3.6,3472-8275,"서울특별시 서초구 사임당로 139, 104호 (서초동)",6624,202128.627,443285.6812,영업/정상,정상,서울특별시 서초구 서초동 1332-7,65,서이동물병원,서초2동주민센타 옆,,제로페이,"조금 더 여유있는 진료와 상담을
원하시는 분들께서는 예약을 추천드려요"
3210000,321000001020040004,2004.3.8,02-578-7572,"서울특별시 서초구 바우뫼로7길 8, 201호 (우면동,우면세신상가)",,202175.0111,440963.7591,영업/정상,정상,서울특별시 서초구 우면동 66-2 우면세신상가 201호,66,우면동물병원,,,,
3030000,303000001020140001,2014.2.27,02-2297-0075,서울특별시 성동구 왕십리로 381 (하왕십리동),4710,202393.4573,451365.3262,영업/정상,정상,서울특별시 성동구 하왕십리동 892-4,67,왕십리조은동물병원,,,제로페이,
3140000,314000001020170003,2017.3.9,2642-1239,"서울특별시 양천구 목동동로 130, 117호 (신정동, 목동신시가지아파트14단지)",8018,188467.2154,446003.9412,영업/정상,정상,"서울특별시 양천구 신정동 330 목동신시가지아파트14단지 B상가 117,호",68,페토브동물병원,"목동14단지 관리사무소 맞은편(목동14단지 관리사무소 정류장), 목동14단지 B상가 117호, 양천구청역 1번출구 500m 직진
주차 : B상가 주차장 및 1412동 앞 단지 주차장 이용가능합니다",http://www.petove.co.kr/,제로페이,"저희 페토브 (Pet + Love = Petove) 동물병원은 최신식 의료시설을 바탕으로 정확한 진단과 빠른 치료를 위해 노력하고 있습니다. 보호자와의 신뢰를 바탕으로 반려동물과의 교감을 중요시하는 병원입니다. 수많은 진료 케이스를 바탕으로 항상 노력하는 병원입니다. *특화과목 아토피/알러지 클리닉 초음파 클리닉 치아관리 클리닉 정형외과 클리닉 진료시간 안내: 월~금 AM9:30~PM8시, 토요일/공휴일 AM9:30~PM6시, 일요일 예약진료 미용 안내: 월~토 예약제(AM10시,11:30,PM1시30,3시,4:30)"
